raw_label,clean_label
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Metastatic dermal.,Metastatic dermal
Malignant dermal.,Malignant dermal
Invasive epidermal.,Invasive epidermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Invasive epidermal.,Invasive epidermal
Invasive epidermal.,Invasive epidermal
Metastatic dermal.,Metastatic dermal
Malignant dermal.,Malignant dermal
Invasive epidermal.,Invasive epidermal
Malignant dermal.,Malignant dermal
Invasive epidermal.,Invasive epidermal
Malignant dermal.,Malignant dermal
Metastatic dermal.,Metastatic dermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Malignant dermal.,Malignant dermal
Cancerous superficial.,Cancerous superficial
Invasive epidermal.,Invasive epidermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Metastatic dermal.,Metastatic dermal
Invasive epidermal.,Invasive epidermal
Cancerous superficial.,Cancerous superficial
Malignant dermal.,Malignant dermal
Metastatic dermal.,Metastatic dermal
Invasive epidermal.,Invasive epidermal
Metastatic dermal.,Metastatic dermal
Cancerous superficial.,Cancerous superficial
Metastatic dermal.,Metastatic dermal
Cancerous superficial.,Cancerous superficial
Cancerous superficial.,Cancerous superficial
Cancerous superficial.,Cancerous superficial
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Invasive epidermal.,Invasive epidermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Malignant dermal.,Malignant dermal
Cancerous superficial.,Cancerous superficial
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Cancerous superficial.,Cancerous superficial
Invasive epidermal.,Invasive epidermal
Malignant dermal.,Malignant dermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Malignant dermal.,Malignant dermal
Malignant dermal.,Malignant dermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Cancerous superficial.,Cancerous superficial
Cancerous superficial.,Cancerous superficial
Invasive epidermal.,Invasive epidermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Cancerous superficial.,Cancerous superficial
Invasive epidermal.,Invasive epidermal
Metastatic dermal.,Metastatic dermal
Cancerous superficial.,Cancerous superficial
Invasive epidermal.,Invasive epidermal
Invasive epidermal.,Invasive epidermal
Metastatic dermal.,Metastatic dermal
Malignant dermal.,Malignant dermal
Cancerous superficial.,Cancerous superficial
Invasive epidermal.,Invasive epidermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Metastatic dermal.,Metastatic dermal
Cancerous superficial.,Cancerous superficial
Cancerous superficial.,Cancerous superficial
Malignant dermal.,Malignant dermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Metastatic dermal.,Metastatic dermal
Malignant dermal.,Malignant dermal
Invasive epidermal.,Invasive epidermal
Cancerous superficial.,Cancerous superficial
Invasive epidermal.,Invasive epidermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Cancerous superficial.,Cancerous superficial
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Cancerous superficial.,Cancerous superficial
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Dermatitis.,Dermatitis
Dermatitis.,Dermatitis
Eczema.,Eczema
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Psoriasis.,Psoriasis
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Eczema.,Eczema
Eczema.,Eczema
Squamous cell carcinoma.,Squamous cell carcinoma
Psoriasis.,Psoriasis
Dermatitis.,Dermatitis
Melanoma.,Melanoma
Metastatic cutaneous lymphoma.,Metastatic cutaneous lymphoma
Melanoma.,Melanoma
Eczema.,Eczema
Psoriasis.,Psoriasis
Basal cell carcinoma.,Basal cell carcinoma
Dermatitis.,Dermatitis
Non-Hodgkin's lymphoma.,Non-Hodgkin's lymphoma
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Dermatitis.,Dermatitis
Psoriasis.,Psoriasis
Boils.,Boils
Non-Hodgkin's lymphoma.,Non-Hodgkin's lymphoma
Dermatitis.,Dermatitis
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Boils.,Boils
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Boils.,Boils
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Psoriasis.,Psoriasis
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Squamous cell carcinoma.,Squamous cell carcinoma
Non-Hodgkin's lymphoma.,Non-Hodgkin's lymphoma
Non-Hodgkin's lymphoma.,Non-Hodgkin's lymphoma
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Basal cell carcinoma.,Basal cell carcinoma
Metastatic cutaneous lymphoma.,Metastatic cutaneous lymphoma
Malignant cutaneous lymphoma.,Malignant cutaneous lymphoma
Melanoma.,Melanoma
Squamous cell carcinoma.,Squamous cell carcinoma
Boils.,Boils
Boils.,Boils
Unknown condition.,Unknown condition
Aggressive condition.,Aggressive condition
Aggressive condition.,Aggressive condition
Metastatic condition.,Metastatic condition
Progressive condition.,Progressive condition
Malignant condition.,Malignant condition
Metastatic condition.,Metastatic condition
Malignant condition.,Malignant condition
Unknown condition.,Unknown condition
Malignant condition.,Malignant condition
Suspicious condition.,Suspicious condition
Metastatic condition.,Metastatic condition
Pre-cancerous condition.,Pre-cancerous condition
Pre-cancerous condition.,Pre-cancerous condition
Metastatic condition.,Metastatic condition
Indeterminate condition.,Indeterminate condition
Progressive condition.,Progressive condition
Aggressive condition.,Aggressive condition
Metastatic condition.,Metastatic condition
Unknown condition.,Unknown condition
Unknown condition.,Unknown condition
Indeterminate condition.,Indeterminate condition
Suspicious condition.,Suspicious condition
Malignant condition.,Malignant condition
Malignant condition.,Malignant condition
Suspicious condition.,Suspicious condition
Indeterminate condition.,Indeterminate condition
Pre-cancerous condition.,Pre-cancerous condition
Suspicious condition.,Suspicious condition
Progressive condition.,Progressive condition
Suspicious condition.,Suspicious condition
Progressive condition.,Progressive condition
Aggressive condition.,Aggressive condition
Unknown condition.,Unknown condition
Unknown condition.,Unknown condition
Suspicious condition.,Suspicious condition
Malignant condition.,Malignant condition
Indeterminate condition.,Indeterminate condition
Indeterminate condition.,Indeterminate condition
Suspicious condition.,Suspicious condition
Progressive condition.,Progressive condition
Malignant condition.,Malignant condition
Pre-cancerous condition.,Pre-cancerous condition
Progressive condition.,Progressive condition
Metastatic condition.,Metastatic condition
Suspicious condition.,Suspicious condition
Indeterminate condition.,Indeterminate condition
Suspicious condition.,Suspicious condition
Malignant condition.,Malignant condition
Progressive condition.,Progressive condition
Pre-cancerous condition.,Pre-cancerous condition
Metastatic condition.,Metastatic condition
Unknown condition.,Unknown condition
Unknown condition.,Unknown condition
Indeterminate condition.,Indeterminate condition
Aggressive condition.,Aggressive condition
Unknown condition.,Unknown condition
Unknown condition.,Unknown condition
Progressive condition.,Progressive condition
Indeterminate condition.,Indeterminate condition
Progressive condition.,Progressive condition
Aggressive condition.,Aggressive condition
Indeterminate condition.,Indeterminate condition
Suspicious condition.,Suspicious condition
Malignant condition.,Malignant condition
Unknown condition.,Unknown condition
Aggressive condition.,Aggressive condition
Aggressive condition.,Aggressive condition
Malignant condition.,Malignant condition
Autoimmune condition.,Autoimmune condition
Autoimmune condition.,Autoimmune condition
Autoimmune condition.,Autoimmune condition
Malignant condition.,Malignant condition
Autoimmune condition.,Autoimmune condition
Pre-cancerous condition.,Pre-cancerous condition
Inflammatory condition.,Inflammatory condition
Indeterminate condition.,Indeterminate condition
Indeterminate condition.,Indeterminate condition
Malignant condition.,Malignant condition
Inflammatory condition.,Inflammatory condition
Traumatic condition.,Traumatic condition
Traumatic condition.,Traumatic condition
Indeterminate condition.,Indeterminate condition
Inflammatory condition.,Inflammatory condition
Inflammatory condition.,Inflammatory condition
Infectious condition.,Infectious condition
Malignant condition.,Malignant condition
Pre-cancerous condition.,Pre-cancerous condition
Pre-cancerous condition.,Pre-cancerous condition
Traumatic condition.,Traumatic condition
Autoimmune condition.,Autoimmune condition
Congenital condition.,Congenital condition
Congenital condition.,Congenital condition
Malignant condition.,Malignant condition
Pre-cancerous condition.,Pre-cancerous condition
Pre-cancerous condition.,Pre-cancerous condition
Indeterminate condition.,Indeterminate condition
Infectious condition.,Infectious condition
Pre-cancerous condition.,Pre-cancerous condition
Metabolic condition.,Metabolic condition
Inflammatory condition.,Inflammatory condition
Congenital condition.,Congenital condition
Infectious condition.,Infectious condition
Pre-cancerous condition.,Pre-cancerous condition
Infectious condition.,Infectious condition
Traumatic condition.,Traumatic condition
Pre-cancerous condition.,Pre-cancerous condition
Malignant condition.,Malignant condition
Traumatic condition.,Traumatic condition
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is unusually large in the provided image.","Yes, the acrosome is unusually large"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"Yes, the acrosome is misshapen and fragmented in the provided image.","Yes, the acrosome is misshapen and fragmented"
"No, the acrosome is enlarged and asymmetrical in the provided image.","No, the acrosome is enlarged and asymmetrical"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
"No, the acrosome is completely absent in the provided image.","No, the acrosome is completely absent"
"No, the acrosome is discolored and shows signs of deterioration in the provided image.","No, the acrosome is discolored and shows signs of deterioration"
The head appears inflamed.,Inflamed
The head appears asymmetrical.,Asymmetrical
The head appears asymmetrical.,Asymmetrical
The head appears absent.,Absent
The head appears shrunken.,Shrunken
The head appears enlarged.,Enlarged
The head appears multiplied.,Multiplied
The head appears discolored.,Discolored
The head appears enlarged.,Enlarged
The head appears discolored.,Discolored
The head appears detached.,Detached
The head appears multiplied.,Multiplied
The head appears transparent.,Transparent
The head appears detached.,Detached
The head appears multiplied.,Multiplied
The head appears asymmetrical.,Asymmetrical
The head appears transparent.,Transparent
The head appears discolored.,Discolored
The head appears multiplied.,Multiplied
The head appears multiplied.,Multiplied
The head appears inflamed.,Inflamed
The head appears multiplied.,Multiplied
The head appears multiplied.,Multiplied
The head appears discolored.,Discolored
The head appears multiplied.,Multiplied
The head appears malformed.,Malformed
The head appears enlarged.,Enlarged
The head appears enlarged.,Enlarged
The head appears inflamed.,Inflamed
The head appears inflamed.,Inflamed
The head appears discolored.,Discolored
The head appears multiplied.,Multiplied
The head appears malformed.,Malformed
The head appears absent.,Absent
The head appears transparent.,Transparent
The head appears asymmetrical.,Asymmetrical
The head appears discolored.,Discolored
The head appears discolored.,Discolored
The head appears multiplied.,Multiplied
The head appears discolored.,Discolored
The head appears inflamed.,Inflamed
The head appears absent.,Absent
The head appears absent.,Absent
The head appears discolored.,Discolored
The head appears absent.,Absent
The head appears enlarged.,Enlarged
The head appears multiplied.,Multiplied
The head appears asymmetrical.,Asymmetrical
The head appears asymmetrical.,Asymmetrical
The head appears shrunken.,Shrunken
The head appears asymmetrical.,Asymmetrical
The head appears transparent.,Transparent
The head appears absent.,Absent
The head appears malformed.,Malformed
The head appears asymmetrical.,Asymmetrical
The head appears malformed.,Malformed
The head appears detached.,Detached
The head appears shrunken.,Shrunken
The head appears inflamed.,Inflamed
The head appears absent.,Absent
The head appears detached.,Detached
The head appears asymmetrical.,Asymmetrical
The head appears discolored.,Discolored
The head appears transparent.,Transparent
The head appears absent.,Absent
The head appears malformed.,Malformed
The head appears enlarged.,Enlarged
The head appears discolored.,Discolored
The head appears enlarged.,Enlarged
The head appears transparent.,Transparent
The head appears shrunken.,Shrunken
The head appears multiplied.,Multiplied
The head appears malformed.,Malformed
The head appears malformed.,Malformed
The head appears inflamed.,Inflamed
The head appears detached.,Detached
The head appears discolored.,Discolored
The head appears transparent.,Transparent
The head appears absent.,Absent
The head appears asymmetrical.,Asymmetrical
The head appears inflamed.,Inflamed
The head appears inflamed.,Inflamed
The head appears enlarged.,Enlarged
The head appears asymmetrical.,Asymmetrical
The head appears discolored.,Discolored
The head appears discolored.,Discolored
The head appears multiplied.,Multiplied
The head appears multiplied.,Multiplied
The head appears detached.,Detached
The head appears multiplied.,Multiplied
The head appears detached.,Detached
The head appears transparent.,Transparent
The head appears absent.,Absent
The head appears multiplied.,Multiplied
The head appears multiplied.,Multiplied
The head appears malformed.,Malformed
The head appears absent.,Absent
The head appears transparent.,Transparent
The head appears shrunken.,Shrunken
The head appears discolored.,Discolored
The head appears detached.,Detached
The head appears detached.,Detached
The head appears transparent.,Transparent
The head appears inflamed.,Inflamed
The head appears malformed.,Malformed
The head appears enlarged.,Enlarged
The head appears absent.,Absent
The head appears inflamed.,Inflamed
The head appears enlarged.,Enlarged
The head appears multiplied.,Multiplied
The head appears transparent.,Transparent
The head appears transparent.,Transparent
The head appears malformed.,Malformed
The head appears inflamed.,Inflamed
The head appears inflamed.,Inflamed
The head appears enlarged.,Enlarged
The head appears discolored.,Discolored
The head appears discolored.,Discolored
The head appears detached.,Detached
The head appears inflamed.,Inflamed
The head appears transparent.,Transparent
The head appears enlarged.,Enlarged
The head is enlarged.,Enlarged
The head is unaffected.,Unaffected
The head is symmetrical.,Symmetrical
The head is symmetrical.,Symmetrical
The head is healthy.,Healthy
The head is healthy.,Healthy
The head is perfectly formed.,Perfectly formed
The head is undersized.,Undersized
The head is enlarged.,Enlarged
The head is symmetrical.,Symmetrical
The head is symmetrical.,Symmetrical
The head is misshapen.,Misshapen
The head is misshapen.,Misshapen
The head is undersized.,Undersized
The head is perfectly formed.,Perfectly formed
The head is healthy.,Healthy
The head is undersized.,Undersized
The head is unaffected.,Unaffected
The head is enlarged.,Enlarged
The head is enlarged.,Enlarged
The head is healthy.,Healthy
The head is symmetrical.,Symmetrical
The head is symmetrical.,Symmetrical
The head is symmetrical.,Symmetrical
The head is undamaged.,Undamaged
The head is unaffected.,Unaffected
The head is undersized.,Undersized
The head is perfectly formed.,Perfectly formed
The head is perfectly formed.,Perfectly formed
The head is symmetrical.,Symmetrical
The head is enlarged.,Enlarged
The head is undamaged.,Undamaged
The head is undersized.,Undersized
The head is undersized.,Undersized
The head is undersized.,Undersized
The head is healthy.,Healthy
The head is unaffected.,Unaffected
The head is enlarged.,Enlarged
The head is healthy.,Healthy
The head is misshapen.,Misshapen
The head is undersized.,Undersized
The head is healthy.,Healthy
The head is undamaged.,Undamaged
The head is enlarged.,Enlarged
The head is healthy.,Healthy
The head is enlarged.,Enlarged
The head is misshapen.,Misshapen
The head is undamaged.,Undamaged
The head is perfectly formed.,Perfectly formed
The head is misshapen.,Misshapen
The head is perfectly formed.,Perfectly formed
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole is absent.",Absent
"Yes, the vacuole is discolored.",Discolored
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is absent.",Absent
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole shows signs of inflammation.",Inflammation
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is irregularly shaped.",Irregularly shaped
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"No, the vacuole is absent.",Absent
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole shows signs of inflammation.",Inflammation
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is enlarged.",Enlarged
"No, the vacuole is irregularly shaped.",Irregularly shaped
"Yes, the vacuole is discolored.",Discolored
"No, the vacuole shows signs of inflammation.",Inflammation
